1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,join_ratio
2,Cifar10,NewAAW,0,2.3039326570634455,0.09370209930023325,0.4940292791749328,0.18145544267502495,0.21821810742021094,0.5
3,Cifar10,NewAAW,1,2.5136311355770045,0.09996667777407531,0.5185099931331857,0.21278604900733364,0.2537573306742771,0.5
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,join_ratio
2,Cifar10,NewAAW,0,2.3039326570634455,0.09370209930023325,0.4940292791749328,0.18145544267502495,0.21821810742021094,0.5
3,Cifar10,NewAAW,1,2.5136311472032946,0.09996667777407531,0.5185100198985233,0.21278604900733364,0.2537573325293749,0.5
4,Cifar10,NewAAW,2,2.359929058525775,0.12462512495834721,0.5403624867630792,0.22042773760910783,0.24259380691748902,0.5
5,Cifar10,NewAAW,3,2.469501717004073,0.16594468510496502,0.5657509827053243,0.2007061597542413,0.2608562152110657,0.5
6,Cifar10,NewAAW,4,2.6760905790875786,0.15034988337220925,0.5795183702080272,0.2263487345558899,0.23779806308728504,0.5
7,Cifar10,NewAAW,5,2.4430867703500874,0.19900033322225924,0.593842113918005,0.21407413492789368,0.2265006989076133,0.5
8,Cifar10,NewAAW,6,2.4140385241875855,0.16001332889036987,0.6290293173960857,0.2354206119243347,0.17528276289236214,0.5
9,Cifar10,NewAAW,7,2.435024047994157,0.18593802065978007,0.6308501901738467,0.23807661578895636,0.22642196291032693,0.5
10,Cifar10,NewAAW,8,2.138403050327747,0.24811729423525491,0.6965433476857562,0.23067113063373754,0.1735838833296227,0.5
11,Cifar10,NewAAW,9,2.0712900402763057,0.2573142285904698,0.6992301242587146,0.21430224844367102,0.18057657272465835,0.5
12,Cifar10,NewAAW,10,2.1149072082635687,0.2522492502499167,0.6912062132132294,0.2051240167171664,0.18619559219578957,0.5
13,Cifar10,NewAAW,11,2.293314480577166,0.18600466511162947,0.7008528680619824,0.23515936319200031,0.1375820170232186,0.5
14,Cifar10,NewAAW,12,2.1744426668712222,0.24418527157614128,0.6801494669516035,0.2272231660617705,0.18341760862326095,0.5
15,Cifar10,NewAAW,13,2.0852384942328044,0.2554481839386871,0.7160908620208022,0.2343627667887567,0.15805671990113002,0.5
16,Cifar10,NewAAW,14,2.087348811386476,0.24945018327224258,0.716013871350872,0.21240447904187032,0.145486129324315,0.5
17,Cifar10,NewAAW,15,2.167200997023879,0.21472842385871377,0.717456588299204,0.2586977646596902,0.1451351128301244,0.5
18,Cifar10,NewAAW,16,2.2945292065149423,0.1979340219926691,0.7021600492321953,0.23597407722159763,0.18168578500277907,0.5
19,Cifar10,NewAAW,17,2.2530430008536375,0.20073308897034323,0.7108747777046471,0.23506822179121611,0.15825172725224051,0.5
20,Cifar10,NewAAW,18,2.216137667424003,0.22805731422859046,0.7117854930849973,0.21731780926629632,0.1667020378964898,0.5
21,Cifar10,NewAAW,19,2.0655535047953073,0.27084305231589473,0.7364727428887656,0.19447727779198462,0.13534175430547313,0.5
22,Cifar10,NewAAW,20,1.9357443685070812,0.2761746084638454,0.7538200712856449,0.2443678739465342,0.1631635267063493,0.5
